epoch,acc,auc,fn,fp,loss,lr,tn,tp,val_acc,val_auc,val_fn,val_fp,val_loss,val_tn,val_tp
0,0.74916667,0.82890975,1029.0,476.0,0.49010704264044763,0.001,2524.0,1971.0,0.7183051,0.7795429,664.0,167.0,0.547264331781258,1308.0,811.0
1,0.74833333,0.82483166,1024.0,486.0,0.4923886588712533,0.001,2514.0,1976.0,0.7135593,0.7831032,628.0,217.0,0.5383100838984474,1258.0,847.0
2,0.75,0.82595074,1052.0,448.0,0.490736663689216,0.001,2552.0,1948.0,0.72542375,0.7798799,638.0,172.0,0.5361467663514412,1303.0,837.0
3,0.7556667,0.83367944,1005.0,461.0,0.48220001947134733,0.001,2539.0,1995.0,0.7040678,0.7757808,653.0,220.0,0.5483801190630865,1255.0,822.0
4,0.75166667,0.8290606,1025.0,465.0,0.48802586264908315,0.001,2535.0,1975.0,0.7118644,0.7721692,659.0,191.0,0.5493390592983214,1284.0,816.0
5,0.7485,0.8221758,1061.0,448.0,0.49319712609052657,0.001,2552.0,1939.0,0.7,0.7748003,676.0,209.0,0.5538901375006822,1266.0,799.0
6,0.753,0.82396036,1033.0,449.0,0.4918708310897152,0.001,2551.0,1967.0,0.71084744,0.77373034,697.0,156.0,0.5463788744251606,1319.0,778.0
7,0.753,0.83085185,1011.0,471.0,0.4888848646606008,0.001,2529.0,1989.0,0.7176271,0.78693897,673.0,160.0,0.5351504494073027,1315.0,802.0
8,0.757,0.8318562,998.0,460.0,0.48410476330667734,0.001,2540.0,2002.0,0.6959322,0.7722817,527.0,370.0,0.566650259444269,1105.0,948.0
9,0.75733334,0.8329009,1010.0,446.0,0.48090384344259895,0.001,2554.0,1990.0,0.7166102,0.78203046,600.0,236.0,0.5511590216119411,1239.0,875.0
10,0.762,0.83633393,1022.0,406.0,0.4779280948887269,0.001,2594.0,1978.0,0.69864404,0.74774003,712.0,177.0,0.571458394396103,1298.0,763.0
11,0.75416666,0.83703053,1018.0,457.0,0.4793901377916336,0.001,2543.0,1982.0,0.6877966,0.74467516,646.0,275.0,0.5825243146237681,1200.0,829.0
12,0.69233334,0.75972927,1245.0,601.0,0.566584719804426,0.001,2399.0,1755.0,0.66542375,0.7207397,655.0,332.0,0.598119748952025,1143.0,820.0
