epoch,acc,auc,fn,fp,loss,lr,tn,tp,val_acc,val_auc,val_fn,val_fp,val_loss,val_tn,val_tp
0,0.5092715,0.51316595,4218.0,3933.0,0.749840442187667,0.001,4372.0,4087.0,0.5270171,0.5546061,2391.0,1478.0,0.7341426091409837,2612.0,1699.0
1,0.51372665,0.51841277,4105.0,3972.0,0.7119967338731675,0.001,4333.0,4200.0,0.5165037,0.51941127,2857.0,1098.0,0.716366065524901,2992.0,1233.0
2,0.52197474,0.5294081,3920.0,4020.0,0.7100529296616342,0.001,4285.0,4385.0,0.5481663,0.56909764,1030.0,2666.0,0.7282539386402423,1424.0,3060.0
3,0.51962674,0.5304026,3878.0,4101.0,0.705488834016514,0.001,4204.0,4427.0,0.50660145,0.5423584,3520.0,516.0,0.6936799112188204,3574.0,570.0
4,0.51607466,0.53331,3809.0,4229.0,0.7024125494489033,0.001,4076.0,4496.0,0.5152812,0.5058394,145.0,3820.0,0.6966093333397052,270.0,3945.0
5,0.5272125,0.5370124,2944.0,4909.0,0.6956676869310577,0.001,3396.0,5361.0,0.5267726,0.53851384,684.0,3187.0,0.6892013351608314,903.0,3406.0
6,0.5269115,0.5325359,3000.0,4858.0,0.6950984264554064,0.001,3447.0,5305.0,0.5260391,0.55983675,586.0,3291.0,0.691465806042944,799.0,3504.0
7,0.554124,0.5755964,3584.0,3822.0,0.6862312041801691,0.001,4483.0,4721.0,0.56674814,0.60433716,1224.0,2320.0,0.6792956657689475,1770.0,2866.0
8,0.5949428,0.63481516,3453.0,3275.0,0.6641057588334977,0.001,5030.0,4852.0,0.5482885,0.61940974,3283.0,412.0,0.7134512306571298,3678.0,807.0
9,0.60343164,0.6490954,3640.0,2947.0,0.6564798159530405,0.001,5358.0,4665.0,0.596577,0.6534411,2566.0,734.0,0.6536484367252854,3356.0,1524.0
10,0.6157134,0.66783017,3347.0,3036.0,0.6468395214530088,0.001,5269.0,4958.0,0.6061125,0.6679441,1831.0,1391.0,0.6426686425590865,2699.0,2259.0
11,0.6246839,0.67696726,3472.0,2762.0,0.6414618903366217,0.001,5543.0,4833.0,0.5893643,0.64359695,1129.0,2230.0,0.6869003733023454,1860.0,2961.0
12,0.6424443,0.6962104,3301.0,2638.0,0.6298349633732163,0.001,5667.0,5004.0,0.59779954,0.6428217,1856.0,1434.0,0.7026095322554152,2656.0,2234.0
13,0.6410596,0.69601774,3364.0,2598.0,0.6290638866839389,0.001,5707.0,4941.0,0.5550122,0.68777364,259.0,3381.0,0.6599488207355396,709.0,3831.0
