# auc=0.746
# acc=0.687
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.770480704129992972e-04
0.000000000000000000e+00 1.347325660121868607e-01
6.765899864682003214e-04 1.347325660121868607e-01
6.765899864682003214e-04 1.475964793500338657e-01
1.353179972936400643e-03 1.475964793500338657e-01
1.353179972936400643e-03 1.855111712931618029e-01
2.029769959404600747e-03 1.855111712931618029e-01
2.029769959404600747e-03 1.882193635748138083e-01
3.382949932341001390e-03 1.882193635748138083e-01
3.382949932341001390e-03 2.031144211238997965e-01
4.059539918809201495e-03 2.031144211238997965e-01
4.059539918809201495e-03 2.044685172647257854e-01
4.736129905277402033e-03 2.044685172647257854e-01
4.736129905277402033e-03 2.180094786729857848e-01
6.089309878213802242e-03 2.180094786729857848e-01
6.089309878213802242e-03 2.186865267433987792e-01
7.442489851150203319e-03 2.186865267433987792e-01
7.442489851150203319e-03 2.308733920108327620e-01
8.119079837618402989e-03 2.308733920108327620e-01
8.119079837618402989e-03 2.349356804333107562e-01
8.795669824086603528e-03 2.349356804333107562e-01
8.795669824086603528e-03 2.450914014895057558e-01
1.014884979702300460e-02 2.450914014895057558e-01
1.014884979702300460e-02 2.491536899119837500e-01
1.082543978349120514e-02 2.491536899119837500e-01
1.082543978349120514e-02 2.505077860528097666e-01
1.150202976995940395e-02 2.505077860528097666e-01
1.285520974289580502e-02 2.505077860528097666e-01
1.353179972936400556e-02 2.505077860528097666e-01
1.353179972936400556e-02 2.559241706161137220e-01
1.420838971583220610e-02 2.559241706161137220e-01
1.420838971583220610e-02 2.633716993906567438e-01
1.488497970230040664e-02 2.633716993906567438e-01
1.488497970230040664e-02 2.640487474610697105e-01
1.556156968876860544e-02 2.640487474610697105e-01
1.556156968876860544e-02 2.681110358835477325e-01
1.623815967523680598e-02 2.681110358835477325e-01
1.623815967523680598e-02 2.721733243060257545e-01
1.691474966170500652e-02 2.721733243060257545e-01
1.691474966170500652e-02 2.762356127285037211e-01
1.826792963464140759e-02 2.762356127285037211e-01
1.826792963464140759e-02 2.796208530805687209e-01
1.894451962110960813e-02 2.796208530805687209e-01
1.894451962110960813e-02 2.809749492213947097e-01
1.962110960757780867e-02 2.809749492213947097e-01
1.962110960757780867e-02 2.843601895734597096e-01
2.029769959404600921e-02 2.843601895734597096e-01
2.029769959404600921e-02 2.958700067704806980e-01
2.097428958051420975e-02 2.958700067704806980e-01
2.097428958051420975e-02 3.046716316858497087e-01
2.232746955345060735e-02 3.046716316858497087e-01
2.232746955345060735e-02 3.080568720379147085e-01
2.300405953991880789e-02 3.080568720379147085e-01
2.300405953991880789e-02 3.127962085308056972e-01
2.368064952638700843e-02 3.127962085308056972e-01
2.503382949932340951e-02 3.127962085308056972e-01
2.503382949932340951e-02 3.168584969532836637e-01
2.571041948579161004e-02 3.168584969532836637e-01
2.571041948579161004e-02 3.222748815165876746e-01
2.706359945872801112e-02 3.222748815165876746e-01
2.706359945872801112e-02 3.249830737982396522e-01
2.774018944519621166e-02 3.249830737982396522e-01
2.774018944519621166e-02 3.276912660798916854e-01
2.841677943166441220e-02 3.276912660798916854e-01
2.976995940460081327e-02 3.276912660798916854e-01
2.976995940460081327e-02 3.303994583615436631e-01
3.112313937753721088e-02 3.303994583615436631e-01
3.112313937753721088e-02 3.310765064319566853e-01
3.179972936400541489e-02 3.310765064319566853e-01
3.179972936400541489e-02 3.337846987136086629e-01
3.247631935047361196e-02 3.337846987136086629e-01
3.247631935047361196e-02 3.371699390656736628e-01
3.382949932341001303e-02 3.371699390656736628e-01
